player,team,season,matches,runs,balls_faced,fours,sixes,wickets,runs_conceded,balls_bowled,catches,fantasy_points,wins,batting_sr,bowling_econ
A Symonds,Australia,2003/04,14,527,616,41,12,12,555,712,5,1472,11,85.55194805194806,4.676966292134831
A Symonds,Australia,2004,6,207,190,20,5,2,174,218,0,510,4,108.94736842105263,4.788990825688073
A Symonds,Australia,2004/05,8,214,269,19,3,4,313,369,1,577,5,79.5539033457249,5.0894308943089435
A Symonds,Australia,2005,6,218,270,16,5,6,138,244,2,639,4,80.74074074074075,3.3934426229508197
A Symonds,Australia,2005/06,18,605,625,50,13,19,570,630,12,1886,14,96.8,5.428571428571429
A Symonds,Australia,2006/07,24,529,578,50,10,8,482,582,7,1328,21,91.52249134948097,4.969072164948454
A Symonds,Australia,2007/08,18,619,658,48,15,1,125,162,7,1203,10,94.07294832826749,4.62962962962963
A Symonds,Australia,2008,3,161,172,17,3,4,63,86,1,425,3,93.6046511627907,4.395348837209302
A Symonds,Australia,2009,5,82,111,6,1,4,93,109,2,282,3,73.87387387387388,5.1192660550458715
A Vala,Papua New Guinea,2016/17,3,114,135,13,2,2,85,159,1,332,1,84.44444444444444,3.207547169811321
A Vala,Papua New Guinea,2017,2,41,72,4,0,6,49,121,0,261,1,56.94444444444444,2.4297520661157024
A Vala,Papua New Guinea,2017/18,5,91,176,8,0,3,96,139,3,284,1,51.70454545454546,4.143884892086331
A Vala,Papua New Guinea,2019,9,366,489,26,9,10,214,350,7,1038,1,74.84662576687117,3.6685714285714286
A Vala,Papua New Guinea,2021,8,213,310,19,2,3,156,221,3,529,0,68.70967741935485,4.235294117647059
A Vala,Papua New Guinea,2021/22,6,238,375,24,0,2,119,180,0,485,3,63.46666666666667,3.966666666666667
A Vala,Papua New Guinea,2022,8,186,285,12,2,5,213,335,4,559,1,65.26315789473685,3.814925373134328
A Vala,Papua New Guinea,2022/23,11,387,508,32,10,10,233,338,6,1069,3,76.18110236220473,4.136094674556213
A Vala,Papua New Guinea,2023,4,147,244,9,1,2,116,174,1,349,0,60.245901639344254,4.0
A Valthapa,United Arab Emirates,2022/23,3,14,22,1,0,0,0,0,3,54,1,63.63636363636363,0.0
A Zampa,Australia,2015/16,2,2,11,0,0,3,101,121,0,119,1,18.181818181818183,5.008264462809917
A Zampa,Australia,2016,10,15,29,1,0,18,405,507,3,669,7,51.724137931034484,4.792899408284024
A Zampa,Australia,2016/17,10,34,52,2,1,11,471,473,3,509,4,65.38461538461539,5.97463002114165
A Zampa,Australia,2017,2,0,3,0,0,2,64,75,0,82,0,0.0,5.12
A Zampa,Australia,2017/18,7,16,21,1,0,6,400,381,1,302,2,76.19047619047619,6.299212598425197
A Zampa,Australia,2018/19,13,32,43,2,0,15,661,748,2,692,9,74.4186046511628,5.302139037433155
A Zampa,Australia,2019,3,1,3,0,0,2,175,151,1,103,2,33.33333333333333,6.95364238410596
A Zampa,Australia,2019/20,7,17,20,2,0,10,334,412,0,415,2,85.0,4.864077669902913
A Zampa,Australia,2020,3,7,28,0,0,10,141,181,0,323,2,25.0,4.6740331491712706
A Zampa,Australia,2020/21,3,4,7,0,0,7,159,182,0,245,2,57.14285714285714,5.241758241758242
A Zampa,Australia,2021,3,48,70,6,0,4,110,135,1,244,2,68.57142857142857,4.888888888888889
A Zampa,Australia,2021/22,3,0,10,0,0,6,157,176,0,208,1,0.0,5.3522727272727275
A Zampa,Australia,2022,6,30,42,3,0,12,230,311,3,486,5,71.42857142857143,4.437299035369775
A Zampa,Australia,2022/23,6,10,17,1,0,15,210,265,0,497,5,58.82352941176471,4.754716981132075
A Zampa,Australia,2023/24,19,77,101,8,0,35,943,1027,2,1372,13,76.23762376237624,5.509250243427459
A Zampa,Australia,2024,4,3,7,0,0,8,231,216,0,270,3,42.857142857142854,6.416666666666667
A Zampa,Australia,2024/25,3,31,46,2,1,3,118,110,0,160,1,67.3913043478261,6.4363636363636365
A van der Merwe,Ireland,2010,2,4,4,0,0,1,42,66,0,59,1,100.0,3.8181818181818183
A van der Merwe,Ireland,2011,1,0,0,0,0,0,37,60,0,26,1,0.0,3.7
AA Donald,South Africa,2002/03,3,0,0,0,0,1,127,155,0,85,1,0.0,4.916129032258064
AA Jangoo,West Indies,2024/25,1,104,85,6,4,0,0,0,0,196,1,122.3529411764706,0.0
AA Mulla,Canada,2006/07,6,124,141,15,4,0,0,0,2,237,2,87.94326241134752,0.0
AA Mulla,Canada,2007/08,2,26,19,6,0,0,0,0,2,82,0,136.8421052631579,0.0
AA Noffke,Australia,2007/08,1,0,0,0,0,1,46,54,0,43,0,0.0,5.111111111111111
AA Obanda,Kenya,2007/08,3,194,286,24,1,0,0,0,2,360,3,67.83216783216784,0.0
AA Obanda,Kenya,2008,1,24,44,3,0,0,0,0,0,36,0,54.54545454545454,0.0
AA Obanda,Kenya,2008/09,2,87,122,11,3,0,0,0,1,165,0,71.31147540983606,0.0
AA Obanda,Kenya,2009,1,5,5,1,0,0,0,0,0,9,0,100.0,0.0
AA Obanda,Kenya,2010/11,3,43,70,4,2,0,0,0,0,67,0,61.42857142857143,0.0
AA Obanda,Kenya,2011/12,2,14,31,2,0,0,0,0,1,28,1,45.16129032258064,0.0
AA Obanda,Kenya,2012/13,1,26,26,3,1,0,0,0,0,50,1,100.0,0.0
AA Obanda,Kenya,2013/14,2,94,120,8,1,0,0,0,0,156,1,78.33333333333333,0.0
AA Paradkar,United States of America,2021,2,15,16,0,1,4,53,72,0,161,1,93.75,4.416666666666667
AA Paradkar,United States of America,2023,3,24,38,3,0,4,106,72,1,161,0,63.1578947368421,8.833333333333334
AA Paradkar,United States of America,2024,2,12,31,0,0,1,81,80,1,67,1,38.70967741935484,6.074999999999999
AA Shafique,Oman,2023,2,13,33,2,0,0,0,0,2,57,0,39.39393939393939,0.0
AAP Atkinson,England,2023,3,2,3,0,0,1,90,106,0,64,2,66.66666666666666,5.094339622641509
AAP Atkinson,England,2023/24,6,61,52,10,1,10,281,293,0,461,3,117.3076923076923,5.7542662116040955
AB Agarkar,India,2002/03,3,6,14,1,0,3,41,84,1,128,1,42.857142857142854,2.9285714285714284
AB Agarkar,India,2003/04,9,94,138,9,2,15,370,446,2,744,3,68.11594202898551,4.9775784753363235
AB Agarkar,India,2004,4,70,73,5,3,4,166,207,0,296,1,95.8904109589041,4.811594202898551
AB Agarkar,India,2004/05,3,41,51,3,1,7,128,165,0,302,2,80.3921568627451,4.654545454545454
AB Agarkar,India,2005,3,6,6,1,0,7,91,155,0,271,2,100.0,3.5225806451612907
AB Agarkar,India,2005/06,15,41,60,2,0,23,578,776,2,960,11,68.33333333333333,4.469072164948454
AB Agarkar,India,2006,4,31,63,0,0,7,118,235,1,334,0,49.2063492063492,3.012765957446809
AB Agarkar,India,2006/07,16,44,108,3,0,22,616,861,3,993,6,40.74074074074074,4.2926829268292686
AB Agarkar,India,2007,8,19,39,2,0,12,397,432,2,519,6,48.717948717948715,5.513888888888889
AB Barath,West Indies,2009/10,5,131,232,13,1,0,0,0,1,217,4,56.46551724137932,0.0
AB Barath,West Indies,2010/11,3,125,167,9,2,0,0,0,0,208,0,74.8502994011976,0.0
AB Barath,West Indies,2011,1,17,48,1,0,0,0,0,1,25,1,35.41666666666667,0.0
AB Barath,West Indies,2011/12,5,121,182,20,0,0,0,0,1,216,2,66.48351648351648,0.0
AB Dinda,India,2010,5,18,31,1,0,3,224,231,0,179,1,58.06451612903226,5.818181818181818
AB Dinda,India,2011/12,2,0,0,0,0,2,81,84,0,86,1,0.0,5.785714285714286
AB Dinda,India,2012,3,0,0,0,0,4,156,145,0,145,3,0.0,6.455172413793103
AB Dinda,India,2012/13,3,3,7,0,0,3,132,153,0,125,0,42.857142857142854,5.176470588235294
AB de Villiers,South Africa,2004/05,5,54,98,6,1,0,0,0,3,108,4,55.10204081632652,0.0
AB de Villiers,Africa XI,2005,1,24,24,3,1,0,0,0,0,44,1,100.0,0.0
AB de Villiers,South Africa,2005,1,30,25,3,1,0,0,0,0,54,1,120.0,0.0
AB de Villiers,South Africa,2005/06,9,234,301,29,5,0,0,0,4,444,6,77.74086378737542,0.0
AB de Villiers,South Africa,2006/07,22,888,984,105,17,0,0,0,9,1678,15,90.2439024390244,0.0
AB de Villiers,Africa XI,2007,3,87,76,9,3,0,17,13,5,215,0,114.4736842105263,7.846153846153847
AB de Villiers,South Africa,2007,7,249,298,24,6,0,0,0,7,511,5,83.55704697986577,0.0
AB de Villiers,South Africa,2007/08,16,521,661,52,5,0,0,0,14,1021,13,78.81996974281392,0.0
AB de Villiers,South Africa,2008,4,55,119,4,0,0,0,0,2,79,0,46.21848739495798,0.0
AB de Villiers,South Africa,2008/09,11,477,541,34,5,0,0,0,7,819,8,88.17005545286506,0.0
AB de Villiers,South Africa,2009/10,11,572,534,64,6,0,0,0,6,1088,5,107.11610486891385,0.0
AB de Villiers,South Africa,2010,5,283,300,14,4,0,0,0,5,477,5,94.33333333333334,0.0
AB de Villiers,South Africa,2010/11,18,907,920,65,18,0,0,0,23,1797,12,98.58695652173914,0.0
AB de Villiers,South Africa,2011/12,8,475,414,35,12,0,0,0,13,977,6,114.73429951690821,0.0
AB de Villiers,South Africa,2012,4,170,186,16,0,0,0,0,10,370,2,91.39784946236558,0.0
AB de Villiers,South Africa,2012/13,6,374,416,32,4,0,0,0,7,710,3,89.90384615384616,0.0
AB de Villiers,South Africa,2013,9,275,310,24,3,0,0,0,8,502,2,88.70967741935483,0.0
AB de Villiers,South Africa,2013/14,11,514,494,38,14,0,0,0,9,980,7,104.0485829959514,0.0
AB de Villiers,South Africa,2014,9,449,390,38,11,0,8,16,6,888,7,115.12820512820512,3.0
AB de Villiers,South Africa,2014/15,18,1161,899,103,40,7,152,160,16,2612,10,129.14349276974414,5.7
AB de Villiers,South Africa,2015,3,104,107,10,1,0,11,12,0,174,2,97.19626168224299,5.5
AB de Villiers,South Africa,2015/16,10,576,505,40,23,0,0,0,8,1129,6,114.05940594059405,0.0
AB de Villiers,South Africa,2016,5,121,148,5,3,0,0,0,2,191,2,81.75675675675676,0.0
AB de Villiers,South Africa,2016/17,10,433,417,32,7,0,0,0,5,737,8,103.8369304556355,0.0
AB de Villiers,South Africa,2017,6,144,137,19,0,0,0,0,2,263,2,105.1094890510949,0.0
AB de Villiers,South Africa,2017/18,5,258,184,21,10,0,0,0,3,528,3,140.2173913043478,0.0
AC Agar,Australia,2015,2,5,16,0,0,2,56,67,2,93,1,31.25,5.014925373134329
AC Agar,Australia,2017/18,2,9,7,1,0,2,122,116,0,96,0,128.57142857142858,6.310344827586207
AC Agar,Australia,2018,5,130,146,16,1,4,227,255,2,425,0,89.04109589041096,5.341176470588235
AC Agar,Australia,2019/20,4,45,48,3,0,2,204,223,2,205,1,93.75,5.488789237668162
AC Agar,Australia,2020/21,1,28,28,2,0,2,44,60,1,122,0,100.0,4.4
AC Agar,Australia,2021,1,19,34,3,0,2,29,62,0,113,1,55.88235294117647,2.8064516129032255
AC Agar,Australia,2022,4,3,13,0,0,4,80,108,2,156,3,23.076923076923077,4.444444444444445
AC Agar,Australia,2022/23,3,35,34,0,2,2,144,162,2,175,3,102.94117647058823,5.333333333333333
AC Agar,Australia,2023/24,1,48,74,3,1,1,40,54,0,115,1,64.86486486486487,4.444444444444445
AC Botha,Ireland,2006,1,52,93,5,0,0,0,0,1,92,0,55.91397849462365,0.0
AC Botha,Ireland,2006/07,7,62,135,2,1,5,179,296,1,351,2,45.925925925925924,3.628378378378378
AC Botha,Ireland,2007,1,0,2,0,0,0,0,0,0,-3,0,0.0,0.0
AC Botha,Ireland,2008,2,58,62,9,0,2,29,42,0,170,1,93.54838709677419,4.142857142857143
AC Botha,Ireland,2008/09,1,21,34,2,1,1,44,60,1,90,0,61.76470588235294,4.4
AC Botha,Ireland,2009,2,30,30,4,0,2,38,60,2,134,1,100.0,3.8
AC Botha,Ireland,2010,1,20,19,4,0,0,35,24,0,44,0,105.26315789473684,8.75
AC Botha,Ireland,2010/11,2,22,44,2,0,4,87,115,0,179,0,50.0,4.539130434782608
AC Cummins,Canada,2006/07,4,21,23,2,0,4,153,203,0,205,1,91.30434782608695,4.522167487684729
AC Dawson,South Africa,2003,3,0,0,0,0,1,79,98,2,77,1,0.0,4.836734693877552
AC Dawson,South Africa,2003/04,3,23,32,4,0,0,122,147,0,97,1,71.875,4.979591836734694
AC Evans,Scotland,2014,3,31,31,4,0,3,91,147,0,192,1,100.0,3.7142857142857144
AC Evans,Scotland,2014/15,3,10,20,2,0,4,180,185,0,189,0,50.0,5.837837837837838
AC Evans,Scotland,2016,4,0,0,0,0,8,160,172,1,276,3,0.0,5.5813953488372094
AC Evans,Scotland,2017,2,0,2,0,0,0,63,74,0,25,1,0.0,5.108108108108108
AC Evans,Scotland,2017/18,5,19,23,0,1,7,218,257,0,310,2,82.6086956521739,5.089494163424124
AC Evans,Scotland,2019,2,5,13,0,0,0,89,81,0,32,0,38.46153846153847,6.592592592592593
AC Evans,Scotland,2019/20,2,1,3,0,0,2,132,126,2,112,1,33.33333333333333,6.285714285714286
AC Evans,Scotland,2021,4,0,0,0,0,11,138,215,1,390,3,0.0,3.851162790697674
AC Evans,Scotland,2023,1,0,0,0,0,1,35,42,0,39,0,0.0,5.0
AC Gilchrist,Australia,2002/03,16,541,510,78,8,0,0,0,30,1309,15,106.07843137254902,0.0
AC Gilchrist,Australia,2003,6,139,178,17,4,0,0,0,10,335,4,78.08988764044943,0.0
AC Gilchrist,Australia,2003/04,15,756,668,98,6,0,0,0,30,1689,12,113.17365269461077,0.0
AC Gilchrist,Australia,2004,6,155,162,21,3,0,0,0,4,307,5,95.67901234567901,0.0
AC Gilchrist,Australia,2004/05,7,277,277,39,2,0,0,0,8,563,4,100.0,0.0
AC Gilchrist,Australia,2005,7,296,285,40,4,0,0,0,12,657,4,103.85964912280701,0.0
AC Gilchrist,Australia,2005/06,19,805,723,95,22,0,0,0,23,1817,14,111.34163208852006,0.0
AC Gilchrist,Australia,2006/07,26,805,874,104,13,0,0,0,40,1910,22,92.10526315789474,0.0
AC Gilchrist,Australia,2007/08,18,581,583,64,13,0,0,0,29,1359,10,99.65694682675816,0.0
AC Voges,Australia,2006/07,1,16,10,0,1,0,33,18,1,42,0,160.0,11.0
AC Voges,Australia,2009,1,0,0,0,0,0,0,0,1,8,1,0.0,0.0
AC Voges,Australia,2009/10,12,224,291,16,3,1,106,116,1,393,8,76.97594501718214,5.482758620689656
AC Voges,Australia,2010/11,1,80,77,4,0,0,0,0,0,122,1,103.89610389610388,0.0
AC Voges,Australia,2012/13,2,140,147,12,2,0,0,0,0,246,2,95.23809523809523,0.0
AC Voges,Australia,2013,7,189,252,12,0,2,69,89,2,354,2,75.0,4.651685393258426
AC Voges,Australia,2013/14,6,149,179,13,1,1,21,24,1,278,2,83.24022346368714,5.25
AD Hales,England,2014,4,92,134,11,0,0,0,0,1,152,1,68.65671641791045,0.0
AD Hales,England,2014/15,4,61,83,6,1,0,0,0,0,96,1,73.49397590361446,0.0
AD Hales,England,2015,10,218,221,29,8,0,0,0,1,419,5,98.64253393665159,0.0
AD Hales,England,2015/16,9,554,644,55,6,0,0,0,4,990,5,86.0248447204969,0.0
AD Hales,England,2016,8,360,310,43,10,0,0,0,4,771,5,116.12903225806453,0.0
AD Hales,England,2016/17,3,133,141,13,5,0,0,0,2,273,1,94.32624113475178,0.0
AD Hales,England,2017,12,402,390,53,6,0,0,0,7,783,9,103.07692307692307,0.0
AD Hales,England,2017/18,6,161,206,20,2,0,0,0,3,305,5,78.15533980582524,0.0
AD Hales,England,2018,5,232,217,26,5,0,0,0,2,456,5,106.91244239631337,0.0
AD Hales,England,2018/19,4,117,137,14,2,0,0,0,3,232,2,85.40145985401459,0.0
AD Mascarenhas,England,2007,7,98,84,1,10,5,206,340,0,457,3,116.66666666666667,3.635294117647059
AD Mascarenhas,England,2007/08,3,29,12,1,2,0,91,86,2,95,1,241.66666666666666,6.348837209302325
AD Mascarenhas,England,2008,1,23,14,3,0,0,10,6,0,37,0,164.28571428571428,10.0
AD Mascarenhas,England,2008/09,5,65,118,4,0,5,152,198,0,291,3,55.08474576271186,4.606060606060606
AD Mascarenhas,England,2009,4,30,34,3,1,2,164,199,1,171,2,88.23529411764706,4.944723618090452
AD Mathews,Sri Lanka,2008/09,3,39,45,0,1,0,49,36,0,63,1,86.66666666666667,8.166666666666666
AD Mathews,Sri Lanka,2009,8,140,177,11,1,10,205,304,1,610,5,79.09604519774011,4.046052631578948
AD Mathews,Sri Lanka,2009/10,5,144,161,12,0,6,217,239,3,496,2,89.44099378881988,5.447698744769874
AD Mathews,Sri Lanka,2010,10,188,235,9,3,10,231,358,3,720,7,80.0,3.8715083798882683
AD Mathews,Sri Lanka,2010/11,13,233,239,21,3,6,256,321,4,668,10,97.48953974895397,4.785046728971962
AD Mathews,Sri Lanka,2011,9,246,323,23,2,1,63,72,2,441,3,76.16099071207431,5.25
AD Mathews,Sri Lanka,2011/12,18,382,492,21,6,8,319,425,5,965,7,77.64227642276423,4.503529411764706
AD Mathews,Sri Lanka,2012,10,195,222,12,3,6,300,436,0,639,4,87.83783783783784,4.128440366972477
AD Mathews,Sri Lanka,2012/13,11,148,175,14,0,10,318,429,2,658,6,84.57142857142857,4.4475524475524475
AD Mathews,Sri Lanka,2013,12,258,365,18,5,9,256,392,4,843,6,70.68493150684931,3.918367346938776
AD Mathews,Sri Lanka,2013/14,15,472,543,36,10,6,292,415,4,1106,10,86.92449355432781,4.2216867469879515
